Category,Brand,Model,Platform,Review,Ground_Truth
Laptops,Asus,Vivobook S15,Vijay Sales,"Defective unit received, and the store is refusing to help.",NEGATIVE
Laptops,Asus,Vivobook S15,Vijay Sales,"Decent quality, but I expected more features after seeing the demo.",NEUTRAL
Laptops,Asus,Vivobook S15,Vijay Sales,The in-store discount was a great bonus. Product is top-notch.,POSITIVE
Laptops,Asus,Vivobook S15,Vijay Sales,The in-store discount was a great bonus. Product is top-notch.,POSITIVE
Laptops,Asus,Vivobook S15,Vijay Sales,Best purchase! The on-site visit convinced me to go for this model.,POSITIVE
Laptops,Asus,Vivobook S15,Vijay Sales,Not worth the price. Much better options available in other stores.,NEGATIVE
Laptops,Asus,Vivobook S15,On-Site-Visit,In-store demo unit looked much better than what was delivered.,NEGATIVE
Laptops,Asus,Vivobook S15,On-Site-Visit,Battery life is terrible compared to what the salesperson said.,NEGATIVE
Laptops,Asus,Vivobook S15,On-Site-Visit,Very sleek design and extremely user-friendly.,POSITIVE
Laptops,Asus,Vivobook S15,On-Site-Visit,Very sleek design and extremely user-friendly.,POSITIVE
Laptops,Asus,Vivobook S15,On-Site-Visit,"Standard performance, similar to the previous year's model.",NEUTRAL
Laptops,Asus,Vivobook S15,On-Site-Visit,"It is an okay product, does what it says.",NEUTRAL
Laptops,Asus,Vivobook S15,On-Site-Visit,Store staff was knowledgeable and the product works perfectly.,POSITIVE
Laptops,Asus,Vivobook S15,On-Site-Visit,Battery life is terrible compared to what the salesperson said.,NEGATIVE
Laptops,Asus,Vivobook S15,On-Site-Visit,Best purchase! The on-site visit convinced me to go for this model.,POSITIVE
Laptops,Asus,Vivobook S15,On-Site-Visit,Not worth the price. Much better options available in other stores.,NEGATIVE
Laptops,Asus,Vivobook S15,On-Site-Visit,"The on-site visit was a waste of time, product was out of stock.",NEGATIVE
Laptops,Asus,Vivobook S15,On-Site-Visit,Best purchase! The on-site visit convinced me to go for this model.,POSITIVE
Laptops,Asus,Vivobook S15,On-Site-Visit,Very sleek design and extremely user-friendly.,POSITIVE
Laptops,Asus,Vivobook S15,On-Site-Visit,Not worth the price. Much better options available in other stores.,NEGATIVE
Laptops,Asus,Vivobook S15,On-Site-Visit,"It is an okay product, does what it says.",NEUTRAL
Laptops,Asus,Vivobook S15,On-Site-Visit,"It is an okay product, does what it says.",NEUTRAL
Laptops,Asus,Vivobook S15,On-Site-Visit,Battery life is terrible compared to what the salesperson said.,NEGATIVE
Laptops,Asus,Vivobook S15,On-Site-Visit,Visited the store; product is fine but the staff was a bit busy.,NEUTRAL
Laptops,Asus,Vivobook S15,On-Site-Visit,"Great value for money, outperforms competitors.",POSITIVE
Laptops,Asus,Vivobook S15,On-Site-Visit,"Satisfactory purchase, but nothing extraordinary.",NEUTRAL
Laptops,Asus,Vivobook S15,On-Site-Visit,"It is an okay product, does what it says.",NEUTRAL
Laptops,Asus,Vivobook S15,On-Site-Visit,Store staff was knowledgeable and the product works perfectly.,POSITIVE
Laptops,Asus,Vivobook S15,On-Site-Visit,"Satisfactory purchase, but nothing extraordinary.",NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Amazon,Best purchase! The on-site visit convinced me to go for this model.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Amazon,Staff at the store didn't know the specs. Very disappointed.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Amazon,"Great experience at the store, the demo was very helpful.",POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Amazon,Visited the store; product is fine but the staff was a bit busy.,NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Amazon,"Great value for money, outperforms competitors.",POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Amazon,Middle of the road. It gets the job done.,NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Amazon,Not worth the price. Much better options available in other stores.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Amazon,"Loud noise during operation, very distracting.",NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Amazon,"It is an okay product, does what it says.",NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Amazon,"Great experience at the store, the demo was very helpful.",POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Amazon,"Great experience at the store, the demo was very helpful.",POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Amazon,"Decent quality, but I expected more features after seeing the demo.",NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Amazon,"Standard performance, similar to the previous year's model.",NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Amazon,"The on-site visit was a waste of time, product was out of stock.",NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Amazon,Staff at the store didn't know the specs. Very disappointed.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Amazon,Store staff was knowledgeable and the product works perfectly.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Amazon,Middle of the road. It gets the job done.,NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Amazon,The in-store discount was a great bonus. Product is top-notch.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Amazon,Best purchase! The on-site visit convinced me to go for this model.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Amazon,Loved seeing the product in person before buying. Premium feel!,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Amazon,The in-store discount was a great bonus. Product is top-notch.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Amazon,In-store demo unit looked much better than what was delivered.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Amazon,Very sleek design and extremely user-friendly.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Flipkart,"It is an okay product, does what it says.",NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Flipkart,The in-store discount was a great bonus. Product is top-notch.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Flipkart,Middle of the road. It gets the job done.,NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Flipkart,"Defective unit received, and the store is refusing to help.",NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Flipkart,Store staff was knowledgeable and the product works perfectly.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Flipkart,Very sleek design and extremely user-friendly.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Flipkart,"Great value for money, outperforms competitors.",POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Flipkart,Not worth the price. Much better options available in other stores.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Flipkart,Not worth the price. Much better options available in other stores.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Flipkart,Best purchase! The on-site visit convinced me to go for this model.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Flipkart,In-store demo unit looked much better than what was delivered.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Flipkart,Best purchase! The on-site visit convinced me to go for this model.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Flipkart,The in-store discount was a great bonus. Product is top-notch.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Flipkart,The in-store discount was a great bonus. Product is top-notch.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Flipkart,"Standard performance, similar to the previous year's model.",NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Flipkart,"Defective unit received, and the store is refusing to help.",NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Flipkart,"Standard performance, similar to the previous year's model.",NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Flipkart,Best purchase! The on-site visit convinced me to go for this model.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Flipkart,"Great experience at the store, the demo was very helpful.",POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Flipkart,Excellent performance and build quality.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Flipkart,"It is an okay product, does what it says.",NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Flipkart,Best purchase! The on-site visit convinced me to go for this model.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Flipkart,"Defective unit received, and the store is refusing to help.",NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Croma,"It is an okay product, does what it says.",NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Croma,"Poor build quality, stopped working after a week.",NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Croma,Loved seeing the product in person before buying. Premium feel!,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Croma,"Works as intended, but the build could be sturdier.",NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Croma,Very sleek design and extremely user-friendly.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Croma,Visited the store; product is fine but the staff was a bit busy.,NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Croma,"Standard performance, similar to the previous year's model.",NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Croma,Best purchase! The on-site visit convinced me to go for this model.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Croma,In-store demo unit looked much better than what was delivered.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Croma,Battery life is terrible compared to what the salesperson said.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Croma,"Great value for money, outperforms competitors.",POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Croma,"Loud noise during operation, very distracting.",NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Croma,"Loud noise during operation, very distracting.",NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Croma,"Standard performance, similar to the previous year's model.",NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Croma,Visited the store; product is fine but the staff was a bit busy.,NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Croma,Battery life is terrible compared to what the salesperson said.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Croma,"Poor build quality, stopped working after a week.",NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Croma,"The on-site visit was a waste of time, product was out of stock.",NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Croma,"Defective unit received, and the store is refusing to help.",NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Croma,Best purchase! The on-site visit convinced me to go for this model.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Croma,"Works as intended, but the build could be sturdier.",NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Croma,Battery life is terrible compared to what the salesperson said.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Croma,The on-site visit was helpful but the stock was limited.,NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Reliance Digital,"Great experience at the store, the demo was very helpful.",POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Reliance Digital,"The on-site visit was a waste of time, product was out of stock.",NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Reliance Digital,Staff at the store didn't know the specs. Very disappointed.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Reliance Digital,"Works as intended, but the build could be sturdier.",NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Reliance Digital,Battery life is terrible compared to what the salesperson said.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Reliance Digital,"Great experience at the store, the demo was very helpful.",POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Reliance Digital,Battery life is terrible compared to what the salesperson said.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Reliance Digital,In-store demo unit looked much better than what was delivered.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Reliance Digital,"Loud noise during operation, very distracting.",NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Reliance Digital,"Great value for money, outperforms competitors.",POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Reliance Digital,Loved seeing the product in person before buying. Premium feel!,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Reliance Digital,Loved seeing the product in person before buying. Premium feel!,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Reliance Digital,Excellent performance and build quality.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Reliance Digital,"Defective unit received, and the store is refusing to help.",NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Reliance Digital,Staff at the store didn't know the specs. Very disappointed.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Reliance Digital,Not worth the price. Much better options available in other stores.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Reliance Digital,"Loud noise during operation, very distracting.",NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Reliance Digital,Best purchase! The on-site visit convinced me to go for this model.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Reliance Digital,Staff at the store didn't know the specs. Very disappointed.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Reliance Digital,Loved seeing the product in person before buying. Premium feel!,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Reliance Digital,"Great value for money, outperforms competitors.",POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Reliance Digital,"Decent quality, but I expected more features after seeing the demo.",NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Reliance Digital,Very sleek design and extremely user-friendly.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Vijay Sales,"It is an okay product, does what it says.",NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Vijay Sales,Store staff was knowledgeable and the product works perfectly.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Vijay Sales,Battery life is terrible compared to what the salesperson said.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Vijay Sales,"Works as intended, but the build could be sturdier.",NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Vijay Sales,"It is an okay product, does what it says.",NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Vijay Sales,Excellent performance and build quality.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Vijay Sales,Staff at the store didn't know the specs. Very disappointed.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Vijay Sales,Not worth the price. Much better options available in other stores.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Vijay Sales,Best purchase! The on-site visit convinced me to go for this model.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Vijay Sales,"Great value for money, outperforms competitors.",POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Vijay Sales,"Defective unit received, and the store is refusing to help.",NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Vijay Sales,Excellent performance and build quality.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Vijay Sales,"Loud noise during operation, very distracting.",NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Vijay Sales,Best purchase! The on-site visit convinced me to go for this model.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Vijay Sales,Best purchase! The on-site visit convinced me to go for this model.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Vijay Sales,The on-site visit was helpful but the stock was limited.,NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Vijay Sales,Best purchase! The on-site visit convinced me to go for this model.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Vijay Sales,"Great experience at the store, the demo was very helpful.",POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Vijay Sales,Staff at the store didn't know the specs. Very disappointed.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Vijay Sales,Staff at the store didn't know the specs. Very disappointed.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,Vijay Sales,"Standard performance, similar to the previous year's model.",NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,Vijay Sales,Excellent performance and build quality.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,Vijay Sales,Very sleek design and extremely user-friendly.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,On-Site-Visit,"The on-site visit was a waste of time, product was out of stock.",NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,On-Site-Visit,Visited the store; product is fine but the staff was a bit busy.,NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,On-Site-Visit,Very sleek design and extremely user-friendly.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,On-Site-Visit,"Loud noise during operation, very distracting.",NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,On-Site-Visit,Staff at the store didn't know the specs. Very disappointed.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,On-Site-Visit,"Great experience at the store, the demo was very helpful.",POSITIVE
Mobile phones,Apple,iPhone 15 Pro,On-Site-Visit,The in-store discount was a great bonus. Product is top-notch.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,On-Site-Visit,The in-store discount was a great bonus. Product is top-notch.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,On-Site-Visit,Excellent performance and build quality.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,On-Site-Visit,In-store demo unit looked much better than what was delivered.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,On-Site-Visit,"Great value for money, outperforms competitors.",POSITIVE
Mobile phones,Apple,iPhone 15 Pro,On-Site-Visit,Excellent performance and build quality.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,On-Site-Visit,"Loud noise during operation, very distracting.",NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,On-Site-Visit,Loved seeing the product in person before buying. Premium feel!,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,On-Site-Visit,"Great value for money, outperforms competitors.",POSITIVE
Mobile phones,Apple,iPhone 15 Pro,On-Site-Visit,"Loud noise during operation, very distracting.",NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,On-Site-Visit,"Defective unit received, and the store is refusing to help.",NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,On-Site-Visit,Staff at the store didn't know the specs. Very disappointed.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,On-Site-Visit,In-store demo unit looked much better than what was delivered.,NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,On-Site-Visit,Store staff was knowledgeable and the product works perfectly.,POSITIVE
Mobile phones,Apple,iPhone 15 Pro,On-Site-Visit,"Decent quality, but I expected more features after seeing the demo.",NEUTRAL
Mobile phones,Apple,iPhone 15 Pro,On-Site-Visit,"Poor build quality, stopped working after a week.",NEGATIVE
Mobile phones,Apple,iPhone 15 Pro,On-Site-Visit,"Poor build quality, stopped working after a week.",NEGATIVE
Mobile phones,Apple,iPhone 14,Amazon,Staff at the store didn't know the specs. Very disappointed.,NEGATIVE
Mobile phones,Apple,iPhone 14,Amazon,"Decent quality, but I expected more features after seeing the demo.",NEUTRAL
Mobile phones,Apple,iPhone 14,Amazon,Staff at the store didn't know the specs. Very disappointed.,NEGATIVE
Mobile phones,Apple,iPhone 14,Amazon,Best purchase! The on-site visit convinced me to go for this model.,POSITIVE
Mobile phones,Apple,iPhone 14,Amazon,"Works as intended, but the build could be sturdier.",NEUTRAL
Mobile phones,Apple,iPhone 14,Amazon,"Decent quality, but I expected more features after seeing the demo.",NEUTRAL
Mobile phones,Apple,iPhone 14,Amazon,In-store demo unit looked much better than what was delivered.,NEGATIVE
Mobile phones,Apple,iPhone 14,Amazon,The on-site visit was helpful but the stock was limited.,NEUTRAL
Mobile phones,Apple,iPhone 14,Amazon,The on-site visit was helpful but the stock was limited.,NEUTRAL
Mobile phones,Apple,iPhone 14,Amazon,Excellent performance and build quality.,POSITIVE
Mobile phones,Apple,iPhone 14,Amazon,Loved seeing the product in person before buying. Premium feel!,POSITIVE
Mobile phones,Apple,iPhone 14,Amazon,Not worth the price. Much better options available in other stores.,NEGATIVE
Mobile phones,Apple,iPhone 14,Amazon,Store staff was knowledgeable and the product works perfectly.,POSITIVE
Mobile phones,Apple,iPhone 14,Amazon,Staff at the store didn't know the specs. Very disappointed.,NEGATIVE
Mobile phones,Apple,iPhone 14,Amazon,"Poor build quality, stopped working after a week.",NEGATIVE
Mobile phones,Apple,iPhone 14,Amazon,"Poor build quality, stopped working after a week.",NEGATIVE
Mobile phones,Apple,iPhone 14,Amazon,"Poor build quality, stopped working after a week.",NEGATIVE
Mobile phones,Apple,iPhone 14,Amazon,In-store demo unit looked much better than what was delivered.,NEGATIVE
Mobile phones,Apple,iPhone 14,Amazon,Visited the store; product is fine but the staff was a bit busy.,NEUTRAL
Mobile phones,Apple,iPhone 14,Amazon,Store staff was knowledgeable and the product works perfectly.,POSITIVE
Mobile phones,Apple,iPhone 14,Amazon,"It is an okay product, does what it says.",NEUTRAL
Mobile phones,Apple,iPhone 14,Amazon,Store staff was knowledgeable and the product works perfectly.,POSITIVE
Mobile phones,Apple,iPhone 14,Amazon,"Loud noise during operation, very distracting.",NEGATIVE
Mobile phones,Apple,iPhone 14,Flipkart,"Satisfactory purchase, but nothing extraordinary.",NEUTRAL
Mobile phones,Apple,iPhone 14,Flipkart,Middle of the road. It gets the job done.,NEUTRAL
Mobile phones,Apple,iPhone 14,Flipkart,Store staff was knowledgeable and the product works perfectly.,POSITIVE
Mobile phones,Apple,iPhone 14,Flipkart,Loved seeing the product in person before buying. Premium feel!,POSITIVE
Mobile phones,Apple,iPhone 14,Flipkart,Loved seeing the product in person before buying. Premium feel!,POSITIVE
Mobile phones,Apple,iPhone 14,Flipkart,"The on-site visit was a waste of time, product was out of stock.",NEGATIVE
Mobile phones,Apple,iPhone 14,Flipkart,"Great experience at the store, the demo was very helpful.",POSITIVE
Mobile phones,Apple,iPhone 14,Flipkart,Best purchase! The on-site visit convinced me to go for this model.,POSITIVE
Mobile phones,Apple,iPhone 14,Flipkart,The in-store discount was a great bonus. Product is top-notch.,POSITIVE
Mobile phones,Apple,iPhone 14,Flipkart,"Great experience at the store, the demo was very helpful.",POSITIVE
Mobile phones,Apple,iPhone 14,Flipkart,Battery life is terrible compared to what the salesperson said.,NEGATIVE
Mobile phones,Apple,iPhone 14,Flipkart,"Loud noise during operation, very distracting.",NEGATIVE
Mobile phones,Apple,iPhone 14,Flipkart,"Poor build quality, stopped working after a week.",NEGATIVE
Mobile phones,Apple,iPhone 14,Flipkart,"Decent quality, but I expected more features after seeing the demo.",NEUTRAL
Mobile phones,Apple,iPhone 14,Flipkart,Loved seeing the product in person before buying. Premium feel!,POSITIVE
Mobile phones,Apple,iPhone 14,Flipkart,Store staff was knowledgeable and the product works perfectly.,POSITIVE
Mobile phones,Apple,iPhone 14,Flipkart,"The on-site visit was a waste of time, product was out of stock.",NEGATIVE
Mobile phones,Apple,iPhone 14,Flipkart,"It is an okay product, does what it says.",NEUTRAL
Mobile phones,Apple,iPhone 14,Flipkart,"Decent quality, but I expected more features after seeing the demo.",NEUTRAL
Mobile phones,Apple,iPhone 14,Flipkart,"Great experience at the store, the demo was very helpful.",POSITIVE
Mobile phones,Apple,iPhone 14,Flipkart,Very sleek design and extremely user-friendly.,POSITIVE
Mobile phones,Apple,iPhone 14,Flipkart,"Great value for money, outperforms competitors.",POSITIVE
Mobile phones,Apple,iPhone 14,Flipkart,"Great value for money, outperforms competitors.",POSITIVE
Mobile phones,Apple,iPhone 14,Croma,Not worth the price. Much better options available in other stores.,NEGATIVE
Mobile phones,Apple,iPhone 14,Croma,Staff at the store didn't know the specs. Very disappointed.,NEGATIVE
Mobile phones,Apple,iPhone 14,Croma,Staff at the store didn't know the specs. Very disappointed.,NEGATIVE
Mobile phones,Apple,iPhone 14,Croma,"Works as intended, but the build could be sturdier.",NEUTRAL
Mobile phones,Apple,iPhone 14,Croma,In-store demo unit looked much better than what was delivered.,NEGATIVE
Mobile phones,Apple,iPhone 14,Croma,"Poor build quality, stopped working after a week.",NEGATIVE
Mobile phones,Apple,iPhone 14,Croma,Store staff was knowledgeable and the product works perfectly.,POSITIVE
Mobile phones,Apple,iPhone 14,Croma,"Great value for money, outperforms competitors.",POSITIVE
Mobile phones,Apple,iPhone 14,Croma,Staff at the store didn't know the specs. Very disappointed.,NEGATIVE
Mobile phones,Apple,iPhone 14,Croma,Not worth the price. Much better options available in other stores.,NEGATIVE
Mobile phones,Apple,iPhone 14,Croma,"Defective unit received, and the store is refusing to help.",NEGATIVE
Mobile phones,Apple,iPhone 14,Croma,"It is an okay product, does what it says.",NEUTRAL
Mobile phones,Apple,iPhone 14,Croma,In-store demo unit looked much better than what was delivered.,NEGATIVE
Mobile phones,Apple,iPhone 14,Croma,"Defective unit received, and the store is refusing to help.",NEGATIVE
Mobile phones,Apple,iPhone 14,Croma,Store staff was knowledgeable and the product works perfectly.,POSITIVE
Mobile phones,Apple,iPhone 14,Croma,Very sleek design and extremely user-friendly.,POSITIVE
Mobile phones,Apple,iPhone 14,Croma,Battery life is terrible compared to what the salesperson said.,NEGATIVE
Mobile phones,Apple,iPhone 14,Croma,Not worth the price. Much better options available in other stores.,NEGATIVE
Mobile phones,Apple,iPhone 14,Croma,Best purchase! The on-site visit convinced me to go for this model.,POSITIVE
Mobile phones,Apple,iPhone 14,Croma,"The on-site visit was a waste of time, product was out of stock.",NEGATIVE
Mobile phones,Apple,iPhone 14,Croma,"Satisfactory purchase, but nothing extraordinary.",NEUTRAL
Mobile phones,Apple,iPhone 14,Croma,Excellent performance and build quality.,POSITIVE
Mobile phones,Apple,iPhone 14,Croma,Very sleek design and extremely user-friendly.,POSITIVE
Mobile phones,Apple,iPhone 14,Reliance Digital,"It is an okay product, does what it says.",NEUTRAL
Mobile phones,Apple,iPhone 14,Reliance Digital,"Great experience at the store, the demo was very helpful.",POSITIVE
Mobile phones,Apple,iPhone 14,Reliance Digital,Not worth the price. Much better options available in other stores.,NEGATIVE
Mobile phones,Apple,iPhone 14,Reliance Digital,In-store demo unit looked much better than what was delivered.,NEGATIVE
Mobile phones,Apple,iPhone 14,Reliance Digital,Excellent performance and build quality.,POSITIVE
Mobile phones,Apple,iPhone 14,Reliance Digital,"Great experience at the store, the demo was very helpful.",POSITIVE
Mobile phones,Apple,iPhone 14,Reliance Digital,The in-store discount was a great bonus. Product is top-notch.,POSITIVE
Mobile phones,Apple,iPhone 14,Reliance Digital,"Decent quality, but I expected more features after seeing the demo.",NEUTRAL
Mobile phones,Apple,iPhone 14,Reliance Digital,"Standard performance, similar to the previous year's model.",NEUTRAL
Mobile phones,Apple,iPhone 14,Reliance Digital,Excellent performance and build quality.,POSITIVE
Mobile phones,Apple,iPhone 14,Reliance Digital,Best purchase! The on-site visit convinced me to go for this model.,POSITIVE
Mobile phones,Apple,iPhone 14,Reliance Digital,"Loud noise during operation, very distracting.",NEGATIVE
Mobile phones,Apple,iPhone 14,Reliance Digital,"Standard performance, similar to the previous year's model.",NEUTRAL
Mobile phones,Apple,iPhone 14,Reliance Digital,Best purchase! The on-site visit convinced me to go for this model.,POSITIVE
Mobile phones,Apple,iPhone 14,Reliance Digital,"Loud noise during operation, very distracting.",NEGATIVE
Mobile phones,Apple,iPhone 14,Reliance Digital,"Great value for money, outperforms competitors.",POSITIVE
Mobile phones,Apple,iPhone 14,Reliance Digital,Staff at the store didn't know the specs. Very disappointed.,NEGATIVE
Mobile phones,Apple,iPhone 14,Reliance Digital,"It is an okay product, does what it says.",NEUTRAL
Mobile phones,Apple,iPhone 14,Reliance Digital,Store staff was knowledgeable and the product works perfectly.,POSITIVE
Mobile phones,Apple,iPhone 14,Reliance Digital,"The on-site visit was a waste of time, product was out of stock.",NEGATIVE
Mobile phones,Apple,iPhone 14,Reliance Digital,Very sleek design and extremely user-friendly.,POSITIVE
Mobile phones,Apple,iPhone 14,Reliance Digital,Middle of the road. It gets the job done.,NEUTRAL
Mobile phones,Apple,iPhone 14,Reliance Digital,"The on-site visit was a waste of time, product was out of stock.",NEGATIVE
Mobile phones,Apple,iPhone 14,Vijay Sales,The in-store discount was a great bonus. Product is top-notch.,POSITIVE
Mobile phones,Apple,iPhone 14,Vijay Sales,"Poor build quality, stopped working after a week.",NEGATIVE
Mobile phones,Apple,iPhone 14,Vijay Sales,"Works as intended, but the build could be sturdier.",NEUTRAL
Mobile phones,Apple,iPhone 14,Vijay Sales,"Great value for money, outperforms competitors.",POSITIVE
